,index,Rs income in constant $,Rs job is secure,Respondents income,Number of hours usually work a week,General happiness,income
17123,17123,24543,,$20000 - 24999,,Pretty happy,24543.0
17124,17124,11876,,$10000 - 14999,,Pretty happy,11876.0
17126,17126,9500,,$8000 to 9999,40,Not too happy,9500.0
17128,17128,24543,,$20000 - 24999,,Very happy,24543.0
17129,17129,24543,,$20000 - 24999,,Pretty happy,24543.0
17132,17132,7917,,$7000 to 7999,,Pretty happy,7917.0
17133,17133,4750,,$4000 to 4999,,Pretty happy,4750.0
17135,17135,96036,,$25000 or more,,Pretty happy,96036.0
17136,17136,14515,,$10000 - 14999,,Pretty happy,14515.0
17140,17140,31668,,$25000 or more,,Very happy,31668.0
17144,17144,44863,,$25000 or more,,Pretty happy,44863.0
17146,17146,31668,,$25000 or more,,Very happy,31668.0
17147,17147,7917,,$7000 to 7999,,Pretty happy,7917.0
17148,17148,14515,,$10000 - 14999,,Not too happy,14515.0
17150,17150,11876,,$10000 - 14999,,Pretty happy,11876.0
17155,17155,528,,Lt $1000,,Very happy,528.0
17156,17156,31668,,$25000 or more,,Pretty happy,31668.0
17157,17157,22432,,$20000 - 24999,,Pretty happy,22432.0
17158,17158,44863,,$25000 or more,,Pretty happy,44863.0
17159,17159,17154,,$15000 - 19999,,Pretty happy,17154.0
17160,17160,24543,,$20000 - 24999,,Pretty happy,24543.0
17161,17161,11876,,$10000 - 14999,,Very happy,11876.0
17162,17162,19793,,$15000 - 19999,40,Pretty happy,19793.0
17163,17163,31668,,$25000 or more,,Very happy,31668.0
17164,17164,17154,,$15000 - 19999,,Pretty happy,17154.0
17165,17165,9500,,$8000 to 9999,,Pretty happy,9500.0
17166,17166,31668,,$25000 or more,40,Not too happy,31668.0
17167,17167,96036,,$25000 or more,,Very happy,96036.0
17168,17168,11876,,$10000 - 14999,,Pretty happy,11876.0
17170,17170,19793,,$15000 - 19999,,Pretty happy,19793.0
17173,17173,22432,,$20000 - 24999,,Pretty happy,22432.0
17175,17175,31668,,$25000 or more,,Very happy,31668.0
17176,17176,9500,,$8000 to 9999,,Pretty happy,9500.0
17177,17177,31668,,$25000 or more,,Very happy,31668.0
17178,17178,528,,Lt $1000,,Pretty happy,528.0
17180,17180,96036,,$25000 or more,,Very happy,96036.0
17181,17181,2111,,$1000 to 2999,,Pretty happy,2111.0
17182,17182,14515,,$10000 - 14999,,Pretty happy,14515.0
17184,17184,22432,,$20000 - 24999,,Not too happy,22432.0
17185,17185,96036,,$25000 or more,,Pretty happy,96036.0
17186,17186,96036,,$25000 or more,,Pretty happy,96036.0
17187,17187,31668,,$25000 or more,,Pretty happy,31668.0
17188,17188,96036,,$25000 or more,,Very happy,96036.0
17190,17190,44863,,$25000 or more,,Pretty happy,44863.0
17191,17191,31668,,$25000 or more,,Pretty happy,31668.0
17192,17192,19793,,$15000 - 19999,,Pretty happy,19793.0
17193,17193,31668,,$25000 or more,,Very happy,31668.0
17194,17194,14515,,$10000 - 14999,,Very happy,14515.0
17195,17195,14515,,$10000 - 14999,,Pretty happy,14515.0
17196,17196,17154,,$15000 - 19999,,Very happy,17154.0
17199,17199,14515,,$10000 - 14999,,Pretty happy,14515.0
17200,17200,96036,,$25000 or more,,Pretty happy,96036.0
17202,17202,9500,,$8000 to 9999,,Pretty happy,9500.0
17203,17203,11876,,$10000 - 14999,,Very happy,11876.0
17204,17204,22432,,$20000 - 24999,,Pretty happy,22432.0
17205,17205,2111,,$1000 to 2999,,Pretty happy,2111.0
17207,17207,31668,,$25000 or more,,Pretty happy,31668.0
17210,17210,22432,,$20000 - 24999,,Pretty happy,22432.0
17214,17214,14515,,$10000 - 14999,,Very happy,14515.0
17215,17215,11876,,$10000 - 14999,30,Pretty happy,11876.0
17216,17216,44863,,$25000 or more,,Pretty happy,44863.0
17217,17217,96036,,$25000 or more,,Very happy,96036.0
17220,17220,11876,,$10000 - 14999,,Very happy,11876.0
17221,17221,14515,,$10000 - 14999,,Not too happy,14515.0
17222,17222,24543,,$20000 - 24999,,Pretty happy,24543.0
17223,17223,31668,,$25000 or more,,Not too happy,31668.0
17224,17224,24543,,$20000 - 24999,89,Not too happy,24543.0
17225,17225,22432,,$20000 - 24999,,Pretty happy,22432.0
17227,17227,11876,,$10000 - 14999,,Pretty happy,11876.0
17228,17228,24543,,$20000 - 24999,,Pretty happy,24543.0
17230,17230,17154,,$15000 - 19999,,Pretty happy,17154.0
17231,17231,528,,Lt $1000,,Very happy,528.0
17234,17234,22432,,$20000 - 24999,,Very happy,22432.0
17236,17236,31668,,$25000 or more,,Pretty happy,31668.0
17237,17237,14515,,$10000 - 14999,,Pretty happy,14515.0
17238,17238,4750,,$4000 to 4999,,Very happy,4750.0
17241,17241,96036,,$25000 or more,,Very happy,96036.0
17242,17242,19793,,$15000 - 19999,,Very happy,19793.0
17243,17243,31668,,$25000 or more,,Very happy,31668.0
17244,17244,14515,,$10000 - 14999,,Very happy,14515.0
17245,17245,96036,,$25000 or more,,Very happy,96036.0
17248,17248,31668,,$25000 or more,,Pretty happy,31668.0
17249,17249,11876,,$10000 - 14999,,Very happy,11876.0
17250,17250,22432,,$20000 - 24999,,Pretty happy,22432.0
17251,17251,44863,,$25000 or more,,Pretty happy,44863.0
17252,17252,44863,,$25000 or more,,Very happy,44863.0
17254,17254,11876,,$10000 - 14999,,Very happy,11876.0
17255,17255,19793,,$15000 - 19999,,Pretty happy,19793.0
17256,17256,7917,,$7000 to 7999,,Pretty happy,7917.0
17258,17258,22432,,$20000 - 24999,,Very happy,22432.0
17259,17259,17154,,$15000 - 19999,,Pretty happy,17154.0
17260,17260,24543,,$20000 - 24999,,Pretty happy,24543.0
17261,17261,17154,,$15000 - 19999,50,Not too happy,17154.0
17263,17263,31668,,$25000 or more,,Pretty happy,31668.0
17264,17264,24543,,$20000 - 24999,,Pretty happy,24543.0
17265,17265,5806,,$5000 to 5999,,Pretty happy,5806.0
17266,17266,11876,,$10000 - 14999,,Pretty happy,11876.0
17267,17267,14515,,$10000 - 14999,,Pretty happy,14515.0
17268,17268,11876,,$10000 - 14999,40,Very happy,11876.0
17270,17270,31668,,$25000 or more,,Pretty happy,31668.0
17271,17271,96036,,$25000 or more,,Pretty happy,96036.0
17272,17272,44863,,$25000 or more,,Very happy,44863.0
17273,17273,44863,,$25000 or more,,Pretty happy,44863.0
17274,17274,24543,,$20000 - 24999,,Pretty happy,24543.0
17275,17275,44863,,$25000 or more,,Pretty happy,44863.0
17282,17282,9500,,$8000 to 9999,,Not too happy,9500.0
17283,17283,2111,,$1000 to 2999,,Pretty happy,2111.0
17285,17285,19793,,$15000 - 19999,,Very happy,19793.0
17287,17287,17154,,$15000 - 19999,,Very happy,17154.0
17288,17288,31668,,$25000 or more,,Very happy,31668.0
17289,17289,22432,,$20000 - 24999,,Pretty happy,22432.0
17290,17290,44863,,$25000 or more,,Pretty happy,44863.0
17292,17292,96036,,$25000 or more,,Pretty happy,96036.0
17293,17293,24543,,$20000 - 24999,,Pretty happy,24543.0
17294,17294,19793,,$15000 - 19999,,Pretty happy,19793.0
17297,17297,31668,,$25000 or more,,Very happy,31668.0
17299,17299,6861,,$6000 to 6999,,Pretty happy,6861.0
17300,17300,44863,,$25000 or more,,Very happy,44863.0
17301,17301,528,,Lt $1000,,Pretty happy,528.0
17303,17303,6861,,$6000 to 6999,,Pretty happy,6861.0
17305,17305,44863,,$25000 or more,,Pretty happy,44863.0
17306,17306,17154,,$15000 - 19999,,Pretty happy,17154.0
17307,17307,528,,Lt $1000,,Pretty happy,528.0
17308,17308,44863,,$25000 or more,,Very happy,44863.0
17309,17309,9500,,$8000 to 9999,,Pretty happy,9500.0
17310,17310,22432,,$20000 - 24999,,Pretty happy,22432.0
17311,17311,4750,,$4000 to 4999,,Very happy,4750.0
17312,17312,96036,,$25000 or more,,Not too happy,96036.0
17313,17313,7917,,$7000 to 7999,40,Pretty happy,7917.0
17314,17314,44863,,$25000 or more,,Very happy,44863.0
17315,17315,24543,,$20000 - 24999,,Very happy,24543.0
17316,17316,31668,,$25000 or more,,Pretty happy,31668.0
17317,17317,19793,,$15000 - 19999,,Not too happy,19793.0
17318,17318,96036,,$25000 or more,,Pretty happy,96036.0
17321,17321,22432,,$20000 - 24999,,Very happy,22432.0
17323,17323,22432,,$20000 - 24999,,Pretty happy,22432.0
17324,17324,19793,,$15000 - 19999,,Very happy,19793.0
17326,17326,7917,,$7000 to 7999,,Pretty happy,7917.0
17328,17328,14515,,$10000 - 14999,,Pretty happy,14515.0
17331,17331,6861,,$6000 to 6999,,Very happy,6861.0
17333,17333,4750,,$4000 to 4999,,Pretty happy,4750.0
17334,17334,44863,,$25000 or more,,Very happy,44863.0
17335,17335,4750,,$4000 to 4999,,Very happy,4750.0
17337,17337,31668,,$25000 or more,,Very happy,31668.0
17341,17341,5806,,$5000 to 5999,,Pretty happy,5806.0
17342,17342,19793,,$15000 - 19999,,Pretty happy,19793.0
17345,17345,19793,,$15000 - 19999,,Very happy,19793.0
17346,17346,96036,,$25000 or more,,Very happy,96036.0
17348,17348,3695,,$3000 to 3999,,Pretty happy,3695.0
17350,17350,96036,,$25000 or more,,Not too happy,96036.0
17351,17351,4750,,$4000 to 4999,,Pretty happy,4750.0
17352,17352,4750,,$4000 to 4999,,Very happy,4750.0
17353,17353,3695,,$3000 to 3999,,Pretty happy,3695.0
17354,17354,3695,,$3000 to 3999,,Pretty happy,3695.0
17356,17356,24543,,$20000 - 24999,,Pretty happy,24543.0
17359,17359,11876,,$10000 - 14999,36,Pretty happy,11876.0
17360,17360,31668,,$25000 or more,,Pretty happy,31668.0
17361,17361,22432,,$20000 - 24999,,Pretty happy,22432.0
17363,17363,11876,,$10000 - 14999,,Very happy,11876.0
17364,17364,31668,,$25000 or more,,Pretty happy,31668.0
17367,17367,24543,,$20000 - 24999,,Not too happy,24543.0
17369,17369,31668,,$25000 or more,,Very happy,31668.0
17370,17370,11876,,$10000 - 14999,,Not too happy,11876.0
17372,17372,19793,,$15000 - 19999,,Not too happy,19793.0
17374,17374,3695,,$3000 to 3999,,Pretty happy,3695.0
17375,17375,22432,,$20000 - 24999,,Very happy,22432.0
17376,17376,24543,,$20000 - 24999,,Not too happy,24543.0
17378,17378,31668,,$25000 or more,,Pretty happy,31668.0
17379,17379,31668,,$25000 or more,,Pretty happy,31668.0
17382,17382,9500,,$8000 to 9999,,Not too happy,9500.0
17383,17383,9500,,$8000 to 9999,,Pretty happy,9500.0
17384,17384,528,,Lt $1000,,Pretty happy,528.0
17386,17386,22432,,$20000 - 24999,,Pretty happy,22432.0
17388,17388,11876,,$10000 - 14999,,Not too happy,11876.0
17389,17389,11876,,$10000 - 14999,,Pretty happy,11876.0
17390,17390,11876,,$10000 - 14999,,Pretty happy,11876.0
17391,17391,7917,,$7000 to 7999,,Very happy,7917.0
17393,17393,22432,,$20000 - 24999,,Very happy,22432.0
17394,17394,5806,,$5000 to 5999,,Pretty happy,5806.0
17395,17395,4750,,$4000 to 4999,,Pretty happy,4750.0
17396,17396,2111,,$1000 to 2999,,Very happy,2111.0
17397,17397,44863,,$25000 or more,,Pretty happy,44863.0
17398,17398,31668,,$25000 or more,,Very happy,31668.0
17399,17399,96036,,$25000 or more,,Pretty happy,96036.0
17400,17400,96036,,$25000 or more,,Very happy,96036.0
17401,17401,44863,,$25000 or more,,Pretty happy,44863.0
17404,17404,2111,,$1000 to 2999,,Not too happy,2111.0
17405,17405,22432,,$20000 - 24999,,Very happy,22432.0
17406,17406,44863,,$25000 or more,,Pretty happy,44863.0
17407,17407,24543,,$20000 - 24999,,Very happy,24543.0
17408,17408,31668,,$25000 or more,,Very happy,31668.0
17409,17409,6861,,$6000 to 6999,,Very happy,6861.0
17410,17410,3695,,$3000 to 3999,,Pretty happy,3695.0
17413,17413,528,,Lt $1000,,Very happy,528.0
17414,17414,44863,,$25000 or more,,Pretty happy,44863.0
17415,17415,96036,,$25000 or more,,Very happy,96036.0
17417,17417,31668,,$25000 or more,,Pretty happy,31668.0
17419,17419,31668,,$25000 or more,,Pretty happy,31668.0
17420,17420,6861,,$6000 to 6999,,Not too happy,6861.0
17421,17421,5806,,$5000 to 5999,,Pretty happy,5806.0
17423,17423,17154,,$15000 - 19999,,Pretty happy,17154.0
17425,17425,31668,,$25000 or more,,Pretty happy,31668.0
17426,17426,22432,,$20000 - 24999,,Pretty happy,22432.0
17432,17432,2111,,$1000 to 2999,,Very happy,2111.0
17433,17433,31668,,$25000 or more,,Very happy,31668.0
17437,17437,528,,Lt $1000,,Not too happy,528.0
17438,17438,3695,,$3000 to 3999,,Pretty happy,3695.0
17443,17443,24543,,$20000 - 24999,,Pretty happy,24543.0
17444,17444,11876,,$10000 - 14999,,Pretty happy,11876.0
17445,17445,17154,,$15000 - 19999,,Pretty happy,17154.0
17449,17449,17154,,$15000 - 19999,,Pretty happy,17154.0
17450,17450,19793,,$15000 - 19999,,Pretty happy,19793.0
17452,17452,17154,,$15000 - 19999,,Pretty happy,17154.0
17454,17454,11876,,$10000 - 14999,,Pretty happy,11876.0
17458,17458,24543,,$20000 - 24999,,Pretty happy,24543.0
17459,17459,9500,,$8000 to 9999,,Very happy,9500.0
17460,17460,44863,,$25000 or more,,Very happy,44863.0
17462,17462,22432,,$20000 - 24999,,Pretty happy,22432.0
17465,17465,9500,,$8000 to 9999,,Pretty happy,9500.0
17466,17466,96036,,$25000 or more,,Very happy,96036.0
17467,17467,96036,,$25000 or more,,Very happy,96036.0
17468,17468,31668,,$25000 or more,50,Very happy,31668.0
17469,17469,31668,,$25000 or more,,Pretty happy,31668.0
17470,17470,44863,,$25000 or more,,Pretty happy,44863.0
17471,17471,4750,,$4000 to 4999,,Pretty happy,4750.0
17472,17472,17154,,$15000 - 19999,,Pretty happy,17154.0
17473,17473,31668,,$25000 or more,,Pretty happy,31668.0
17475,17475,6861,,$6000 to 6999,,Pretty happy,6861.0
17476,17476,14515,,$10000 - 14999,,Very happy,14515.0
17477,17477,6861,,$6000 to 6999,,Very happy,6861.0
17478,17478,17154,,$15000 - 19999,,Very happy,17154.0
17479,17479,24543,,$20000 - 24999,,Pretty happy,24543.0
17480,17480,6861,,$6000 to 6999,,Pretty happy,6861.0
17481,17481,17154,,$15000 - 19999,,Pretty happy,17154.0
17483,17483,7917,,$7000 to 7999,,Pretty happy,7917.0
17484,17484,31668,,$25000 or more,,Pretty happy,31668.0
17485,17485,11876,,$10000 - 14999,,Pretty happy,11876.0
17486,17486,24543,,$20000 - 24999,,Pretty happy,24543.0
17487,17487,24543,,$20000 - 24999,,Pretty happy,24543.0
17488,17488,17154,,$15000 - 19999,,Very happy,17154.0
17489,17489,2111,,$1000 to 2999,,Very happy,2111.0
17490,17490,96036,,$25000 or more,,Very happy,96036.0
17491,17491,96036,,$25000 or more,,Pretty happy,96036.0
17492,17492,31668,,$25000 or more,,Very happy,31668.0
17493,17493,11876,,$10000 - 14999,,Pretty happy,11876.0
17494,17494,2111,,$1000 to 2999,,Pretty happy,2111.0
17495,17495,528,,Lt $1000,,Pretty happy,528.0
17497,17497,2111,,$1000 to 2999,,Pretty happy,2111.0
17498,17498,11876,,$10000 - 14999,,Pretty happy,11876.0
17499,17499,3695,,$3000 to 3999,,Pretty happy,3695.0
17501,17501,5806,,$5000 to 5999,,Pretty happy,5806.0
17503,17503,14515,,$10000 - 14999,,Very happy,14515.0
17504,17504,6861,,$6000 to 6999,,Pretty happy,6861.0
17505,17505,24543,,$20000 - 24999,,Very happy,24543.0
17506,17506,17154,,$15000 - 19999,,Pretty happy,17154.0
17507,17507,96036,,$25000 or more,,Pretty happy,96036.0
17510,17510,17154,,$15000 - 19999,,Pretty happy,17154.0
17514,17514,96036,,$25000 or more,,Pretty happy,96036.0
17515,17515,14515,,$10000 - 14999,,Not too happy,14515.0
17516,17516,19793,,$15000 - 19999,,Pretty happy,19793.0
17517,17517,6861,,$6000 to 6999,,Very happy,6861.0
17518,17518,7917,,$7000 to 7999,,Pretty happy,7917.0
17519,17519,14515,,$10000 - 14999,,Not too happy,14515.0
17520,17520,14515,,$10000 - 14999,,Pretty happy,14515.0
17521,17521,44863,,$25000 or more,,Pretty happy,44863.0
17523,17523,6861,,$6000 to 6999,,Pretty happy,6861.0
17524,17524,9500,,$8000 to 9999,,Pretty happy,9500.0
17525,17525,11876,,$10000 - 14999,,Pretty happy,11876.0
17526,17526,44863,,$25000 or more,,Pretty happy,44863.0
17529,17529,14515,,$10000 - 14999,,Very happy,14515.0
17530,17530,22432,,$20000 - 24999,,Pretty happy,22432.0
17531,17531,2111,,$1000 to 2999,,Pretty happy,2111.0
17532,17532,14515,,$10000 - 14999,,Very happy,14515.0
17533,17533,528,,Lt $1000,,Pretty happy,528.0
17535,17535,19793,,$15000 - 19999,,Not too happy,19793.0
17536,17536,31668,,$25000 or more,,Pretty happy,31668.0
17537,17537,96036,,$25000 or more,,Very happy,96036.0
17539,17539,31668,,$25000 or more,,Pretty happy,31668.0
17540,17540,22432,,$20000 - 24999,,Pretty happy,22432.0
17544,17544,5806,,$5000 to 5999,,Pretty happy,5806.0
17547,17547,14515,,$10000 - 14999,,Very happy,14515.0
17552,17552,19793,,$15000 - 19999,,Very happy,19793.0
17554,17554,31668,,$25000 or more,,Very happy,31668.0
17555,17555,44863,,$25000 or more,70,Pretty happy,44863.0
17556,17556,528,,Lt $1000,,Very happy,528.0
17558,17558,31668,,$25000 or more,,Not too happy,31668.0
17559,17559,31668,,$25000 or more,,Very happy,31668.0
17563,17563,44863,,$25000 or more,,Pretty happy,44863.0
17564,17564,24543,,$20000 - 24999,,Pretty happy,24543.0
17565,17565,3695,,$3000 to 3999,,Not too happy,3695.0
17567,17567,31668,,$25000 or more,,Pretty happy,31668.0
17568,17568,22432,,$20000 - 24999,,Pretty happy,22432.0
17570,17570,2111,,$1000 to 2999,,Pretty happy,2111.0
17571,17571,44863,,$25000 or more,,Pretty happy,44863.0
17572,17572,31668,,$25000 or more,,Pretty happy,31668.0
17573,17573,5806,,$5000 to 5999,30,Pretty happy,5806.0
17574,17574,31668,,$25000 or more,,Pretty happy,31668.0
17575,17575,44863,,$25000 or more,,Pretty happy,44863.0
17576,17576,44863,,$25000 or more,,Pretty happy,44863.0
17579,17579,14515,,$10000 - 14999,,Pretty happy,14515.0
17580,17580,7917,,$7000 to 7999,,Very happy,7917.0
17581,17581,6861,,$6000 to 6999,,Pretty happy,6861.0
17582,17582,31668,,$25000 or more,,Pretty happy,31668.0
17583,17583,44863,,$25000 or more,,Pretty happy,44863.0
17584,17584,7917,,$7000 to 7999,,Very happy,7917.0
17586,17586,22432,,$20000 - 24999,,Pretty happy,22432.0
17587,17587,17154,,$15000 - 19999,,Pretty happy,17154.0
17588,17588,44863,,$25000 or more,,Very happy,44863.0
17589,17589,31668,,$25000 or more,,Not too happy,31668.0
17590,17590,31668,,$25000 or more,,Pretty happy,31668.0
17591,17591,11876,,$10000 - 14999,,Pretty happy,11876.0
17593,17593,6861,,$6000 to 6999,,Pretty happy,6861.0
17594,17594,31668,,$25000 or more,,Very happy,31668.0
17595,17595,96036,,$25000 or more,,Pretty happy,96036.0
17596,17596,96036,,$25000 or more,,Pretty happy,96036.0
17598,17598,24543,,$20000 - 24999,,Pretty happy,24543.0
17599,17599,22432,,$20000 - 24999,,Pretty happy,22432.0
17600,17600,14515,,$10000 - 14999,,Pretty happy,14515.0
17601,17601,24543,,$20000 - 24999,,Pretty happy,24543.0
17603,17603,17154,,$15000 - 19999,,Pretty happy,17154.0
17604,17604,17154,,$15000 - 19999,,Pretty happy,17154.0
17605,17605,2111,,$1000 to 2999,,Pretty happy,2111.0
17606,17606,31668,,$25000 or more,,Pretty happy,31668.0
17608,17608,22432,,$20000 - 24999,,Pretty happy,22432.0
17609,17609,2111,,$1000 to 2999,,Pretty happy,2111.0
17610,17610,17154,,$15000 - 19999,,Pretty happy,17154.0
17612,17612,24543,,$20000 - 24999,,Not too happy,24543.0
17615,17615,3695,,$3000 to 3999,,Pretty happy,3695.0
17616,17616,17154,,$15000 - 19999,,Very happy,17154.0
17618,17618,22432,,$20000 - 24999,,Pretty happy,22432.0
17621,17621,31668,,$25000 or more,,Pretty happy,31668.0
17622,17622,96036,,$25000 or more,,Very happy,96036.0
17624,17624,31668,,$25000 or more,,Not too happy,31668.0
17625,17625,14515,,$10000 - 14999,,Very happy,14515.0
17626,17626,6861,,$6000 to 6999,,Pretty happy,6861.0
17627,17627,19793,,$15000 - 19999,,Very happy,19793.0
17630,17630,7917,,$7000 to 7999,,Pretty happy,7917.0
17631,17631,11876,,$10000 - 14999,,Pretty happy,11876.0
17632,17632,3695,,$3000 to 3999,,Not too happy,3695.0
17633,17633,14515,,$10000 - 14999,,Pretty happy,14515.0
17634,17634,17154,,$15000 - 19999,,Very happy,17154.0
17635,17635,9500,,$8000 to 9999,25,Pretty happy,9500.0
17636,17636,11876,,$10000 - 14999,,Pretty happy,11876.0
17637,17637,11876,,$10000 - 14999,,Pretty happy,11876.0
17638,17638,31668,,$25000 or more,,Pretty happy,31668.0
17639,17639,3695,,$3000 to 3999,,Pretty happy,3695.0
17640,17640,22432,,$20000 - 24999,,Pretty happy,22432.0
17641,17641,6861,,$6000 to 6999,,Pretty happy,6861.0
17642,17642,11876,,$10000 - 14999,,Pretty happy,11876.0
17643,17643,31668,,$25000 or more,,Very happy,31668.0
17644,17644,6861,,$6000 to 6999,,Very happy,6861.0
17645,17645,5806,,$5000 to 5999,,Very happy,5806.0
17646,17646,11876,,$10000 - 14999,,Very happy,11876.0
17647,17647,31668,,$25000 or more,,Very happy,31668.0
17648,17648,31668,,$25000 or more,,Pretty happy,31668.0
17649,17649,3695,,$3000 to 3999,,Pretty happy,3695.0
17650,17650,2111,,$1000 to 2999,,Pretty happy,2111.0
17651,17651,2111,,$1000 to 2999,,Pretty happy,2111.0
17652,17652,6861,,$6000 to 6999,,Pretty happy,6861.0
17653,17653,24543,,$20000 - 24999,,Very happy,24543.0
17654,17654,17154,,$15000 - 19999,,Very happy,17154.0
17655,17655,44863,,$25000 or more,,Pretty happy,44863.0
17662,17662,2111,,$1000 to 2999,,Very happy,2111.0
17663,17663,9500,,$8000 to 9999,,Pretty happy,9500.0
17664,17664,6861,,$6000 to 6999,,Pretty happy,6861.0
17665,17665,17154,,$15000 - 19999,,Pretty happy,17154.0
17666,17666,17154,,$15000 - 19999,,Not too happy,17154.0
17668,17668,22432,,$20000 - 24999,,Pretty happy,22432.0
17673,17673,24543,,$20000 - 24999,,Not too happy,24543.0
17674,17674,14515,,$10000 - 14999,,Pretty happy,14515.0
17679,17679,6861,,$6000 to 6999,,Very happy,6861.0
17683,17683,3695,,$3000 to 3999,,Not too happy,3695.0
17689,17689,5806,,$5000 to 5999,,Not too happy,5806.0
17692,17692,31668,,$25000 or more,40,Pretty happy,31668.0
17693,17693,14515,,$10000 - 14999,40,Pretty happy,14515.0
